fecha,busquedas,visitas,festivo,festividad
2020-05-21,47,37,0,
2020-05-22,53,40,0,
2020-05-23,42,22,0,
2020-05-24,42,28,0,
2020-05-25,47,23,0,
2020-05-26,54,28,0,
2020-05-27,52,39,0,
2020-05-28,36,15,0,
2020-05-29,47,25,0,
2020-05-30,53,40,0,
2020-05-31,42,21,0,
2020-06-01,46,23,0,
2020-06-02,37,26,0,
2020-06-03,44,17,0,
2020-06-04,57,33,0,
2020-06-05,46,30,0,
2020-06-06,53,31,0,
2020-06-07,45,23,0,
2020-06-08,49,20,0,
2020-06-09,67,33,0,
2020-06-10,52,30,0,
2020-06-11,50,33,0,
2020-06-12,52,37,0,
2020-06-13,38,21,0,
2020-06-14,66,37,0,
2020-06-15,44,32,0,
2020-06-16,58,24,0,
2020-06-17,48,37,0,
2020-06-18,40,18,0,
2020-06-19,54,37,0,
2020-06-20,43,21,0,
2020-06-21,88,65,1,DíaPadre
2020-06-22,49,33,0,
2020-06-23,54,24,0,
2020-06-24,50,39,0,
2020-06-25,70,33,0,
2020-06-26,48,26,0,
2020-06-27,38,27,0,
2020-06-28,54,36,0,
2020-06-29,50,39,0,
2020-06-30,64,41,0,
2020-07-01,51,26,0,
2020-07-02,52,40,0,
2020-07-03,56,30,0,
2020-07-04,52,27,0,
2020-07-05,52,35,0,
2020-07-06,58,37,0,
2020-07-07,56,29,0,
2020-07-08,36,26,0,
2020-07-09,57,30,0,
2020-07-10,48,25,0,
2020-07-11,51,22,0,
2020-07-12,47,34,0,
2020-07-13,43,24,0,
2020-07-14,44,29,0,
2020-07-15,45,19,0,
2020-07-16,53,34,0,
2020-07-17,41,18,0,
2020-07-18,56,43,0,
2020-07-19,54,41,0,
2020-07-20,44,28,0,
2020-07-21,62,25,0,
2020-07-22,39,29,0,
2020-07-23,45,25,0,
2020-07-24,50,35,0,
2020-07-25,61,35,0,
2020-07-26,46,21,0,
2020-07-27,56,32,0,
2020-07-28,46,30,0,
2020-07-29,47,21,0,
2020-07-30,62,29,0,
2020-07-31,51,34,0,
2020-08-01,54,23,0,
2020-08-02,49,25,0,
2020-08-03,54,43,0,
2020-08-04,49,21,0,
2020-08-05,55,27,0,
2020-08-06,37,26,0,
2020-08-07,49,32,0,
2020-08-08,38,17,0,
2020-08-09,42,26,0,
2020-08-10,57,24,0,
2020-08-11,48,31,0,
2020-08-12,52,41,0,
2020-08-13,48,33,0,
2020-08-14,55,22,0,
2020-08-15,58,43,0,
2020-08-16,59,32,0,
2020-08-17,45,29,0,
2020-08-18,57,39,0,
2020-08-19,39,17,0,
2020-08-20,42,22,0,
2020-08-21,50,30,0,
2020-08-22,41,31,0,
2020-08-23,51,33,0,
2020-08-24,58,39,0,
2020-08-25,53,36,0,
2020-08-26,42,28,0,
2020-08-27,44,21,0,
2020-08-28,54,22,0,
2020-08-29,43,17,0,
2020-08-30,54,30,0,
2020-08-31,42,24,0,
2020-09-01,55,25,0,
2020-09-02,47,27,0,
2020-09-03,64,27,0,
2020-09-04,51,22,0,
2020-09-05,46,36,0,
2020-09-06,48,22,0,
2020-09-07,41,22,0,
2020-09-08,51,24,0,
2020-09-09,42,18,0,
2020-09-10,39,20,0,
2020-09-11,40,26,0,
2020-09-12,52,36,0,
2020-09-13,48,23,0,
2020-09-14,49,37,0,
2020-09-15,53,33,0,
2020-09-16,110,75,1,DíaIndependencia
2020-09-17,43,17,0,
2020-09-18,56,27,0,
2020-09-19,50,23,0,
2020-09-20,44,25,0,
2020-09-21,54,37,0,
2020-09-22,54,28,0,
2020-09-23,48,26,0,
2020-09-24,58,46,0,
2020-09-25,50,33,0,
2020-09-26,40,25,0,
2020-09-27,50,36,0,
2020-09-28,53,26,0,
2020-09-29,49,19,0,
2020-09-30,57,36,0,
2020-10-01,36,18,0,
2020-10-02,47,29,0,
2020-10-03,46,26,0,
2020-10-04,54,32,0,
2020-10-05,43,23,0,
2020-10-06,40,20,0,
2020-10-07,51,31,0,
2020-10-08,45,29,0,
2020-10-09,50,34,0,
2020-10-10,48,28,0,
2020-10-11,49,24,0,
2020-10-12,42,23,0,
2020-10-13,57,33,0,
2020-10-14,46,30,0,
2020-10-15,54,37,0,
2020-10-16,46,32,0,
2020-10-17,49,23,0,
2020-10-18,47,22,0,
2020-10-19,53,32,0,
2020-10-20,52,29,0,
2020-10-21,49,22,0,
2020-10-22,55,24,0,
2020-10-23,40,23,0,
2020-10-24,64,42,0,
2020-10-25,48,26,0,
2020-10-26,44,22,0,
2020-10-27,57,24,0,
2020-10-28,42,31,0,
2020-10-29,44,22,0,
2020-10-30,55,35,0,
2020-10-31,45,30,0,
2020-11-01,50,38,0,
2020-11-02,86,52,1,DíaMuertos
2020-11-03,57,43,0,
2020-11-04,56,26,0,
2020-11-05,49,32,0,
2020-11-06,43,25,0,
2020-11-07,47,30,0,
2020-11-08,46,22,0,
2020-11-09,55,33,0,
2020-11-10,44,22,0,
2020-11-11,48,20,0,
2020-11-12,42,17,0,
2020-11-13,59,33,0,
2020-11-14,53,38,0,
2020-11-15,59,25,0,
2020-11-16,50,26,0,
2020-11-17,41,26,0,
2020-11-18,53,23,0,
2020-11-19,52,22,0,
2020-11-20,139,84,1,RevoluciónMexicana
2020-11-21,53,36,0,
2020-11-22,37,27,0,
2020-11-23,45,30,0,
2020-11-24,44,23,0,
2020-11-25,55,36,0,
2020-11-26,47,25,0,
2020-11-27,44,19,0,
2020-11-28,42,18,0,
2020-11-29,41,24,0,
2020-11-30,43,26,0,
2020-12-01,45,28,0,
2020-12-02,51,29,0,
2020-12-03,49,31,0,
2020-12-04,39,20,0,
2020-12-05,49,36,0,
2020-12-06,40,20,0,
2020-12-07,45,32,0,
2020-12-08,56,32,0,
2020-12-09,60,30,0,
2020-12-10,43,22,0,
2020-12-11,49,30,0,
2020-12-12,42,31,0,
2020-12-13,47,26,0,
2020-12-14,52,23,0,
2020-12-15,59,37,0,
2020-12-16,49,36,0,
2020-12-17,43,23,0,
2020-12-18,55,32,0,
2020-12-19,60,42,0,
2020-12-20,47,33,0,
2020-12-21,46,19,0,
2020-12-22,58,37,0,
2020-12-23,49,20,0,
2020-12-24,53,32,0,
2020-12-25,145,86,1,Navidad
2020-12-26,50,24,0,
2020-12-27,48,26,0,
2020-12-28,50,34,0,
2020-12-29,58,44,0,
2020-12-30,60,38,0,
2020-12-31,56,31,0,
2021-01-01,113,64,1,AñoNuevo
2021-01-02,56,27,0,
2021-01-03,35,14,0,
2021-01-04,40,17,0,
2021-01-05,67,35,0,
2021-01-06,44,30,0,
2021-01-07,58,29,0,
2021-01-08,55,40,0,
2021-01-09,49,23,0,
2021-01-10,52,23,0,
2021-01-11,45,28,0,
2021-01-12,39,28,0,
2021-01-13,47,28,0,
2021-01-14,47,35,0,
2021-01-15,54,31,0,
2021-01-16,56,28,0,
2021-01-17,46,26,0,
2021-01-18,43,26,0,
2021-01-19,36,25,0,
2021-01-20,44,31,0,
2021-01-21,50,27,0,
2021-01-22,55,31,0,
2021-01-23,34,14,0,
2021-01-24,51,37,0,
2021-01-25,48,35,0,
2021-01-26,46,25,0,
2021-01-27,61,35,0,
2021-01-28,48,33,0,
2021-01-29,45,33,0,
2021-01-30,37,17,0,
2021-01-31,55,34,0,
2021-02-01,50,28,0,
2021-02-02,46,29,0,
2021-02-03,51,24,0,
2021-02-04,44,33,0,
2021-02-05,102,80,1,DíaConstitución
2021-02-06,44,34,0,
2021-02-07,63,37,0,
2021-02-08,59,46,0,
2021-02-09,36,23,0,
2021-02-10,57,43,0,
2021-02-11,55,41,0,
2021-02-12,40,29,0,
2021-02-13,54,37,0,
2021-02-14,51,36,0,
2021-02-15,45,34,0,
2021-02-16,48,21,0,
2021-02-17,60,26,0,
2021-02-18,59,34,0,
2021-02-19,50,38,0,
2021-02-20,43,23,0,
2021-02-21,53,22,0,
2021-02-22,53,34,0,
2021-02-23,51,36,0,
2021-02-24,61,24,0,
2021-02-25,46,35,0,
2021-02-26,49,27,0,
2021-02-27,58,23,0,
2021-02-28,59,45,0,
2021-03-01,44,33,0,
2021-03-02,43,20,0,
2021-03-03,45,28,0,
2021-03-04,53,29,0,
2021-03-05,39,29,0,
2021-03-06,47,23,0,
2021-03-07,47,22,0,
2021-03-08,42,17,0,
2021-03-09,51,23,0,
2021-03-10,46,23,0,
2021-03-11,55,34,0,
2021-03-12,52,23,0,
2021-03-13,43,18,0,
2021-03-14,43,28,0,
2021-03-15,47,31,0,
2021-03-16,64,38,0,
2021-03-17,55,24,0,
2021-03-18,60,27,0,
2021-03-19,30,14,0,
2021-03-20,44,24,0,
2021-03-21,102,54,1,BenitoJuárez
2021-03-22,61,46,0,
2021-03-23,36,19,0,
2021-03-24,47,23,0,
2021-03-25,44,22,0,
2021-03-26,47,27,0,
2021-03-27,52,23,0,
2021-03-28,45,24,0,
2021-03-29,48,26,0,
2021-03-30,43,31,0,
2021-03-31,39,17,0,
2021-04-01,44,33,0,
2021-04-02,140,76,1,SemanaSanta
2021-04-03,46,26,0,
2021-04-04,47,27,0,
2021-04-05,51,36,0,
2021-04-06,42,23,0,
2021-04-07,54,34,0,
2021-04-08,53,26,0,
2021-04-09,60,30,0,
2021-04-10,49,34,0,
2021-04-11,56,43,0,
2021-04-12,40,28,0,
2021-04-13,40,24,0,
2021-04-14,59,41,0,
2021-04-15,58,32,0,
2021-04-16,53,42,0,
2021-04-17,49,36,0,
2021-04-18,43,29,0,
2021-04-19,62,45,0,
2021-04-20,49,22,0,
2021-04-21,64,50,0,
2021-04-22,54,27,0,
2021-04-23,61,25,0,
2021-04-24,50,37,0,
2021-04-25,54,32,0,
2021-04-26,43,21,0,
2021-04-27,48,20,0,
2021-04-28,48,33,0,
2021-04-29,51,29,0,
2021-04-30,52,31,0,
2021-05-01,51,23,0,
2021-05-02,42,18,0,
2021-05-03,35,15,0,
2021-05-04,62,46,0,
2021-05-05,53,24,0,
2021-05-06,41,31,0,
2021-05-07,43,31,0,
2021-05-08,54,25,0,
2021-05-09,54,40,0,
2021-05-10,114,84,1,DíaMadre
2021-05-11,39,27,0,
2021-05-12,43,17,0,
2021-05-13,58,39,0,
2021-05-14,47,28,0,
2021-05-15,52,24,0,
2021-05-16,61,38,0,
2021-05-17,49,20,0,
2021-05-18,48,27,0,
2021-05-19,58,40,0,
2021-05-20,49,28,0,
2021-05-21,46,30,0,
2021-05-22,55,31,0,
2021-05-23,46,20,0,
2021-05-24,52,37,0,
2021-05-25,49,36,0,
2021-05-26,62,28,0,
2021-05-27,64,30,0,
2021-05-28,49,38,0,
2021-05-29,45,22,0,
2021-05-30,41,20,0,
2021-05-31,43,21,0,
2021-06-01,67,41,0,
2021-06-02,45,33,0,
2021-06-03,37,26,0,
2021-06-04,50,32,0,
2021-06-05,44,34,0,
2021-06-06,39,28,0,
2021-06-07,53,38,0,
2021-06-08,62,41,0,
2021-06-09,41,26,0,
2021-06-10,50,28,0,
2021-06-11,49,36,0,
2021-06-12,56,31,0,
2021-06-13,51,34,0,
2021-06-14,40,29,0,
2021-06-15,49,33,0,
2021-06-16,41,31,0,
2021-06-17,53,21,0,
2021-06-18,40,17,0,
2021-06-19,41,21,0,
2021-06-20,143,66,1,DíaPadre
2021-06-21,56,34,0,
2021-06-22,51,22,0,
2021-06-23,49,19,0,
2021-06-24,52,30,0,
2021-06-25,45,27,0,
2021-06-26,45,21,0,
2021-06-27,45,28,0,
2021-06-28,45,24,0,
2021-06-29,62,30,0,
2021-06-30,47,30,0,
2021-07-01,49,28,0,
2021-07-02,56,39,0,
2021-07-03,47,26,0,
2021-07-04,60,40,0,
2021-07-05,48,33,0,
2021-07-06,45,19,0,
2021-07-07,39,22,0,
2021-07-08,47,32,0,
2021-07-09,51,25,0,
2021-07-10,49,20,0,
2021-07-11,59,40,0,
2021-07-12,54,41,0,
2021-07-13,46,33,0,
2021-07-14,52,30,0,
2021-07-15,43,19,0,
2021-07-16,60,25,0,
2021-07-17,57,41,0,
2021-07-18,43,30,0,
2021-07-19,45,19,0,
2021-07-20,52,40,0,
2021-07-21,49,20,0,
2021-07-22,44,20,0,
2021-07-23,51,22,0,
2021-07-24,52,37,0,
2021-07-25,62,44,0,
2021-07-26,57,45,0,
2021-07-27,49,38,0,
2021-07-28,47,22,0,
2021-07-29,47,28,0,
2021-07-30,48,35,0,
2021-07-31,48,24,0,
2021-08-01,49,25,0,
2021-08-02,67,37,0,
2021-08-03,52,24,0,
2021-08-04,45,18,0,
2021-08-05,54,39,0,
2021-08-06,47,27,0,
2021-08-07,45,34,0,
2021-08-08,48,37,0,
2021-08-09,47,31,0,
2021-08-10,46,30,0,
2021-08-11,55,39,0,
2021-08-12,52,35,0,
2021-08-13,41,18,0,
2021-08-14,55,34,0,
2021-08-15,57,27,0,
2021-08-16,49,27,0,
2021-08-17,63,29,0,
2021-08-18,41,28,0,
2021-08-19,35,19,0,
2021-08-20,48,25,0,
2021-08-21,58,31,0,
2021-08-22,45,19,0,
2021-08-23,51,24,0,
2021-08-24,39,29,0,
2021-08-25,58,34,0,
2021-08-26,51,30,0,
2021-08-27,46,25,0,
2021-08-28,58,30,0,
2021-08-29,42,28,0,
2021-08-30,51,31,0,
2021-08-31,51,24,0,
2021-09-01,46,22,0,
2021-09-02,55,28,0,
2021-09-03,52,28,0,
2021-09-04,41,22,0,
2021-09-05,36,18,0,
2021-09-06,42,25,0,
2021-09-07,61,40,0,
2021-09-08,50,31,0,
2021-09-09,51,26,0,
2021-09-10,34,23,0,
2021-09-11,53,41,0,
2021-09-12,49,32,0,
2021-09-13,55,30,0,
2021-09-14,53,33,0,
2021-09-15,61,37,0,
2021-09-16,123,60,1,DíaIndependencia
2021-09-17,57,43,0,
2021-09-18,67,49,0,
2021-09-19,47,26,0,
2021-09-20,45,29,0,
2021-09-21,53,30,0,
2021-09-22,44,30,0,
2021-09-23,43,21,0,
2021-09-24,43,18,0,
2021-09-25,53,23,0,
2021-09-26,44,30,0,
2021-09-27,68,34,0,
2021-09-28,57,24,0,
2021-09-29,45,32,0,
2021-09-30,64,48,0,
2021-10-01,61,43,0,
2021-10-02,54,40,0,
2021-10-03,43,32,0,
2021-10-04,47,32,0,
2021-10-05,48,34,0,
2021-10-06,40,31,0,
2021-10-07,58,39,0,
2021-10-08,41,24,0,
2021-10-09,62,30,0,
2021-10-10,42,18,0,
2021-10-11,39,18,0,
2021-10-12,36,27,0,
2021-10-13,49,31,0,
2021-10-14,54,33,0,
2021-10-15,65,47,0,
2021-10-16,46,21,0,
2021-10-17,50,26,0,
2021-10-18,61,38,0,
2021-10-19,64,36,0,
2021-10-20,43,19,0,
2021-10-21,52,38,0,
2021-10-22,54,34,0,
2021-10-23,42,30,0,
2021-10-24,52,34,0,
2021-10-25,54,43,0,
2021-10-26,41,22,0,
2021-10-27,47,27,0,
2021-10-28,51,21,0,
2021-10-29,61,27,0,
2021-10-30,39,24,0,
2021-10-31,48,34,0,
2021-11-01,51,33,0,
2021-11-02,110,80,1,DíaMuertos
2021-11-03,47,27,0,
2021-11-04,63,31,0,
2021-11-05,47,23,0,
2021-11-06,72,43,0,
2021-11-07,34,26,0,
2021-11-08,46,22,0,
2021-11-09,43,21,0,
2021-11-10,46,34,0,
2021-11-11,43,31,0,
2021-11-12,50,27,0,
2021-11-13,45,25,0,
2021-11-14,47,34,0,
2021-11-15,61,39,0,
2021-11-16,40,25,0,
2021-11-17,50,28,0,
2021-11-18,48,27,0,
2021-11-19,63,40,0,
2021-11-20,135,77,1,RevoluciónMexicana
2021-11-21,43,25,0,
2021-11-22,48,20,0,
2021-11-23,48,20,0,
2021-11-24,55,43,0,
2021-11-25,46,23,0,
2021-11-26,51,25,0,
2021-11-27,54,39,0,
2021-11-28,51,23,0,
2021-11-29,48,25,0,
2021-11-30,51,30,0,
2021-12-01,44,35,0,
2021-12-02,43,20,0,
2021-12-03,58,43,0,
2021-12-04,51,26,0,
2021-12-05,53,39,0,
2021-12-06,44,26,0,
2021-12-07,52,38,0,
2021-12-08,56,40,0,
2021-12-09,41,26,0,
2021-12-10,54,26,0,
2021-12-11,44,29,0,
2021-12-12,50,26,0,
2021-12-13,50,20,0,
2021-12-14,39,30,0,
2021-12-15,47,21,0,
2021-12-16,48,29,0,
2021-12-17,59,36,0,
2021-12-18,55,30,0,
2021-12-19,57,40,0,
2021-12-20,51,25,0,
2021-12-21,46,24,0,
2021-12-22,65,31,0,
2021-12-23,43,21,0,
2021-12-24,52,28,0,
2021-12-25,136,55,1,Navidad
2021-12-26,39,16,0,
2021-12-27,46,29,0,
2021-12-28,51,28,0,
2021-12-29,48,21,0,
2021-12-30,51,29,0,
2021-12-31,46,31,0,
2022-01-01,122,52,1,AñoNuevo
2022-01-02,57,39,0,
2022-01-03,38,21,0,
2022-01-04,47,32,0,
2022-01-05,59,26,0,
2022-01-06,46,35,0,
2022-01-07,37,25,0,
2022-01-08,50,24,0,
2022-01-09,44,32,0,
2022-01-10,46,28,0,
2022-01-11,47,33,0,
2022-01-12,32,15,0,
2022-01-13,42,28,0,
2022-01-14,47,20,0,
2022-01-15,41,32,0,
2022-01-16,53,33,0,
2022-01-17,55,43,0,
2022-01-18,40,18,0,
2022-01-19,46,34,0,
2022-01-20,37,28,0,
2022-01-21,65,49,0,
2022-01-22,47,30,0,
2022-01-23,54,23,0,
2022-01-24,68,50,0,
2022-01-25,50,29,0,
2022-01-26,40,21,0,
2022-01-27,38,25,0,
2022-01-28,67,49,0,
2022-01-29,48,23,0,
2022-01-30,44,23,0,
2022-01-31,49,35,0,
2022-02-01,48,21,0,
2022-02-02,71,32,0,
2022-02-03,48,23,0,
2022-02-04,59,25,0,
2022-02-05,104,57,1,DíaConstitución
2022-02-06,40,23,0,
2022-02-07,55,26,0,
2022-02-08,58,25,0,
2022-02-09,55,34,0,
2022-02-10,57,38,0,
2022-02-11,57,24,0,
2022-02-12,45,21,0,
2022-02-13,43,27,0,
2022-02-14,48,30,0,
2022-02-15,54,30,0,
2022-02-16,44,20,0,
2022-02-17,59,25,0,
2022-02-18,43,26,0,
2022-02-19,53,40,0,
2022-02-20,46,26,0,
2022-02-21,40,17,0,
2022-02-22,48,23,0,
2022-02-23,50,22,0,
2022-02-24,47,25,0,
2022-02-25,59,39,0,
2022-02-26,47,35,0,
2022-02-27,54,24,0,
2022-02-28,62,42,0,
2022-03-01,49,19,0,
2022-03-02,44,25,0,
2022-03-03,55,31,0,
2022-03-04,44,20,0,
2022-03-05,35,24,0,
2022-03-06,48,24,0,
2022-03-07,46,35,0,
2022-03-08,50,27,0,
2022-03-09,40,31,0,
2022-03-10,51,22,0,
2022-03-11,62,28,0,
2022-03-12,45,23,0,
2022-03-13,46,30,0,
2022-03-14,40,20,0,
2022-03-15,52,31,0,
2022-03-16,40,21,0,
2022-03-17,47,37,0,
2022-03-18,60,37,0,
2022-03-19,48,33,0,
2022-03-20,62,34,0,
2022-03-21,145,84,1,BenitoJuárez
2022-03-22,55,25,0,
2022-03-23,44,28,0,
2022-03-24,54,42,0,
2022-03-25,59,28,0,
2022-03-26,51,27,0,
2022-03-27,48,23,0,
2022-03-28,62,36,0,
2022-03-29,43,23,0,
2022-03-30,49,27,0,
2022-03-31,50,37,0,
2022-04-01,54,40,0,
2022-04-02,61,39,0,
2022-04-03,57,40,0,
2022-04-04,49,34,0,
2022-04-05,49,26,0,
2022-04-06,59,38,0,
2022-04-07,48,31,0,
2022-04-08,58,28,0,
2022-04-09,49,30,0,
2022-04-10,40,26,0,
2022-04-11,57,25,0,
2022-04-12,46,21,0,
2022-04-13,56,28,0,
2022-04-14,58,24,0,
2022-04-15,117,55,1,SemanaSanta
2022-04-16,34,21,0,
2022-04-17,62,33,0,
2022-04-18,46,19,0,
2022-04-19,50,37,0,
2022-04-20,69,48,0,
2022-04-21,57,35,0,
2022-04-22,43,33,0,
2022-04-23,39,19,0,
2022-04-24,58,39,0,
2022-04-25,39,21,0,
2022-04-26,40,26,0,
2022-04-27,45,35,0,
2022-04-28,49,36,0,
2022-04-29,43,19,0,
2022-04-30,51,25,0,
2022-05-01,53,31,0,
2022-05-02,61,35,0,
2022-05-03,53,29,0,
2022-05-04,51,27,0,
2022-05-05,58,33,0,
2022-05-06,36,25,0,
2022-05-07,52,25,0,
2022-05-08,55,38,0,
2022-05-09,53,22,0,
2022-05-10,143,96,1,DíaMadre
2022-05-11,44,21,0,
2022-05-12,57,33,0,
2022-05-13,49,19,0,
2022-05-14,47,19,0,
2022-05-15,44,30,0,
2022-05-16,44,26,0,
2022-05-17,71,40,0,
2022-05-18,56,23,0,
2022-05-19,41,17,0,
2022-05-20,51,24,0,
2022-05-21,54,35,0,
2022-05-22,68,33,0,
2022-05-23,67,53,0,
2022-05-24,44,24,0,
2022-05-25,41,18,0,
2022-05-26,51,32,0,
2022-05-27,50,36,0,
2022-05-28,56,29,0,
2022-05-29,56,34,0,
2022-05-30,52,38,0,
2022-05-31,37,26,0,
2022-06-01,47,23,0,
2022-06-02,49,22,0,
2022-06-03,46,28,0,
2022-06-04,42,29,0,
2022-06-05,60,43,0,
2022-06-06,53,30,0,
2022-06-07,43,23,0,
2022-06-08,48,28,0,
2022-06-09,62,34,0,
2022-06-10,39,30,0,
2022-06-11,57,45,0,
2022-06-12,64,38,0,
2022-06-13,46,26,0,
2022-06-14,61,40,0,
2022-06-15,47,21,0,
2022-06-16,38,22,0,
2022-06-17,52,33,0,
2022-06-18,40,24,0,
2022-06-19,95,48,1,DíaPadre
2022-06-20,51,27,0,
2022-06-21,46,29,0,
2022-06-22,45,30,0,
2022-06-23,51,37,0,
2022-06-24,41,31,0,
2022-06-25,48,19,0,
2022-06-26,57,40,0,
2022-06-27,51,31,0,
2022-06-28,56,36,0,
2022-06-29,53,37,0,
2022-06-30,42,21,0,
2022-07-01,43,30,0,
2022-07-02,56,41,0,
2022-07-03,47,24,0,
2022-07-04,48,31,0,
2022-07-05,41,29,0,
2022-07-06,55,39,0,
2022-07-07,53,42,0,
2022-07-08,57,31,0,
2022-07-09,44,27,0,
2022-07-10,43,24,0,
2022-07-11,48,24,0,
2022-07-12,45,31,0,
2022-07-13,46,32,0,
2022-07-14,52,38,0,
2022-07-15,53,40,0,
2022-07-16,55,41,0,
2022-07-17,57,44,0,
2022-07-18,53,32,0,
2022-07-19,46,29,0,
2022-07-20,45,27,0,
2022-07-21,43,31,0,
2022-07-22,52,37,0,
2022-07-23,55,39,0,
2022-07-24,46,20,0,
2022-07-25,36,24,0,
2022-07-26,42,19,0,
2022-07-27,49,25,0,
2022-07-28,58,46,0,
2022-07-29,50,24,0,
2022-07-30,50,26,0,
2022-07-31,50,22,0,
2022-08-01,45,21,0,
2022-08-02,38,18,0,
2022-08-03,54,23,0,
2022-08-04,44,33,0,
2022-08-05,68,33,0,
2022-08-06,40,17,0,
2022-08-07,43,30,0,
2022-08-08,63,35,0,
2022-08-09,55,41,0,
2022-08-10,41,20,0,
2022-08-11,46,26,0,
2022-08-12,44,26,0,
2022-08-13,55,24,0,
2022-08-14,51,21,0,
2022-08-15,59,28,0,
2022-08-16,51,21,0,
2022-08-17,49,22,0,
2022-08-18,54,34,0,
2022-08-19,48,20,0,
2022-08-20,40,19,0,
2022-08-21,64,27,0,
2022-08-22,64,44,0,
2022-08-23,50,23,0,
2022-08-24,55,36,0,
2022-08-25,60,38,0,
2022-08-26,51,36,0,
2022-08-27,45,25,0,
2022-08-28,53,32,0,
2022-08-29,58,43,0,
2022-08-30,46,20,0,
2022-08-31,40,17,0,
2022-09-01,44,18,0,
2022-09-02,45,34,0,
2022-09-03,37,17,0,
2022-09-04,63,32,0,
2022-09-05,48,33,0,
2022-09-06,51,26,0,
2022-09-07,67,44,0,
2022-09-08,47,28,0,
2022-09-09,54,29,0,
2022-09-10,53,26,0,
2022-09-11,46,20,0,
2022-09-12,55,25,0,
2022-09-13,50,25,0,
2022-09-14,49,24,0,
2022-09-15,46,28,0,
2022-09-16,99,59,1,DíaIndependencia
2022-09-17,37,24,0,
2022-09-18,52,32,0,
2022-09-19,52,41,0,
2022-09-20,57,32,0,
2022-09-21,53,28,0,
2022-09-22,58,43,0,
2022-09-23,47,35,0,
2022-09-24,46,23,0,
2022-09-25,41,22,0,
2022-09-26,51,29,0,
2022-09-27,53,22,0,
2022-09-28,44,32,0,
2022-09-29,52,35,0,
2022-09-30,48,32,0,
2022-10-01,45,34,0,
2022-10-02,44,24,0,
2022-10-03,46,24,0,
2022-10-04,57,29,0,
2022-10-05,54,32,0,
2022-10-06,51,21,0,
2022-10-07,55,28,0,
2022-10-08,47,26,0,
2022-10-09,49,25,0,
2022-10-10,44,24,0,
2022-10-11,49,33,0,
2022-10-12,52,22,0,
2022-10-13,54,28,0,
2022-10-14,38,17,0,
2022-10-15,47,19,0,
2022-10-16,60,35,0,
2022-10-17,51,31,0,
2022-10-18,61,40,0,
2022-10-19,54,34,0,
2022-10-20,54,41,0,
2022-10-21,55,40,0,
2022-10-22,48,31,0,
2022-10-23,43,20,0,
2022-10-24,38,17,0,
2022-10-25,57,38,0,
2022-10-26,54,40,0,
2022-10-27,51,27,0,
2022-10-28,53,41,0,
2022-10-29,45,31,0,
2022-10-30,35,18,0,
2022-10-31,66,39,0,
2022-11-01,56,33,0,
2022-11-02,77,52,1,DíaMuertos
2022-11-03,38,17,0,
2022-11-04,42,24,0,
2022-11-05,53,29,0,
2022-11-06,47,33,0,
2022-11-07,61,45,0,
2022-11-08,54,38,0,
2022-11-09,51,31,0,
2022-11-10,53,37,0,
2022-11-11,48,30,0,
2022-11-12,39,18,0,
2022-11-13,52,39,0,
2022-11-14,50,24,0,
2022-11-15,29,20,0,
2022-11-16,57,26,0,
2022-11-17,44,17,0,
2022-11-18,45,35,0,
2022-11-19,49,38,0,
2022-11-20,148,94,1,RevoluciónMexicana
2022-11-21,47,35,0,
2022-11-22,56,30,0,
2022-11-23,60,37,0,
2022-11-24,47,31,0,
2022-11-25,67,32,0,
2022-11-26,45,23,0,
2022-11-27,55,34,0,
2022-11-28,48,25,0,
2022-11-29,47,20,0,
2022-11-30,48,28,0,
2022-12-01,54,28,0,
2022-12-02,51,36,0,
2022-12-03,55,41,0,
2022-12-04,41,30,0,
2022-12-05,57,24,0,
2022-12-06,63,41,0,
2022-12-07,55,27,0,
2022-12-08,49,23,0,
2022-12-09,65,51,0,
2022-12-10,68,47,0,
2022-12-11,44,21,0,
2022-12-12,47,24,0,
2022-12-13,48,22,0,
2022-12-14,52,29,0,
2022-12-15,41,26,0,
2022-12-16,60,44,0,
2022-12-17,43,19,0,
2022-12-18,52,21,0,
2022-12-19,50,34,0,
2022-12-20,47,19,0,
2022-12-21,48,35,0,
2022-12-22,54,28,0,
2022-12-23,54,31,0,
2022-12-24,46,19,0,
2022-12-25,106,72,1,Navidad
2022-12-26,47,26,0,
2022-12-27,63,36,0,
2022-12-28,61,30,0,
2022-12-29,50,31,0,
2022-12-30,44,32,0,
2022-12-31,33,26,0,
2023-01-01,92,65,1,AñoNuevo
2023-01-02,49,27,0,
2023-01-03,41,27,0,
2023-01-04,41,32,0,
2023-01-05,46,32,0,
2023-01-06,60,34,0,
2023-01-07,45,25,0,
2023-01-08,59,42,0,
2023-01-09,63,45,0,
2023-01-10,65,40,0,
2023-01-11,49,36,0,
2023-01-12,48,35,0,
2023-01-13,48,28,0,
2023-01-14,45,35,0,
2023-01-15,47,21,0,
2023-01-16,48,22,0,
2023-01-17,49,38,0,
2023-01-18,41,30,0,
2023-01-19,65,37,0,
2023-01-20,56,38,0,
2023-01-21,34,22,0,
2023-01-22,59,45,0,
2023-01-23,64,39,0,
2023-01-24,46,24,0,
2023-01-25,56,31,0,
2023-01-26,49,26,0,
2023-01-27,56,34,0,
2023-01-28,34,17,0,
2023-01-29,34,26,0,
2023-01-30,56,44,0,
